Threshold,Precision,Recall,F1 Score
0.3,0.9414241259381292,0.9775708040296521,0.9591570309585975
0.4,0.9532448101739293,0.9688272191598556,0.9609728506787331
0.5,0.96327467482785,0.9572324653107774,0.9602440652111736
0.6,0.9705135715680531,0.9446873218019388,0.9574263147755732
0.7,0.9778177458033573,0.930051321041627,0.953336580613736
